Data,Hora (UTC),DiaSemChuva,Precipitacao,Latitude,Longitude,Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Max. (%),Umi. Min. (%),Pto Orvalho Ins. (C),Pto Orvalho Max. (C),Pto Orvalho Min. (C),Pressao Ins. (hPa),Pressao Max. (hPa),Pressao Min. (hPa),Vel. Vento (m/s),Dir. Vento (m/s),Raj. Vento (m/s),Chuva (mm),ClassificacaoRF
05/08/2019,22,17.0,0.5,-6.71,-54.94,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.5,-6.71,-54.98,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.5,-6.7,-54.96,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.5,-6.7,-54.98,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.4,-6.7,-55.06,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.4,-6.68,-55.07,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.0,-6.45,-53.65,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.0,-6.45,-53.67,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.5,-6.32,-53.43,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.3,-6.3,-53.55,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.3,-6.09,-53.58,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,14.0,0.0,-6.07,-53.97,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.0,-6.54,-53.34,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,27.0,0.0,-6.54,-53.93,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,22,17.0,0.2,-6.28,-53.55,26.9,27.7,26.7,77.0,80.0,73.0,22.5,23.0,21.9,991.9,992.0,990.8,0.5,174.0,1.1,0.0,alto
05/08/2019,21,36.0,1.0,-8.72,-54.74,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,50.0,0.2,-7.32,-55.09,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,50.0,0.2,-7.32,-55.11,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.6,-6.73,-54.98,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.5,-6.71,-54.94,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.5,-6.71,-54.98,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.5,-6.7,-54.96,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.5,-6.7,-54.98,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.4,-6.7,-55.06,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.4,-6.68,-55.07,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,26.0,0.0,-6.55,-53.92,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,27.0,0.0,-6.54,-53.91,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,27.0,0.0,-6.52,-53.93,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.0,-6.5,-53.38,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.0,-6.5,-53.4,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.5,-6.32,-53.45,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.3,-6.3,-53.53,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.3,-6.3,-53.55,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.3,-6.28,-53.53,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.2,-6.28,-53.55,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,43.0,0.8,-8.7,-54.72,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,42.0,0.9,-8.7,-54.76,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,20,43.0,0.8,-8.7,-54.72,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,42.0,0.9,-8.7,-54.76,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,50.0,0.1,-7.31,-55.09,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,50.0,0.2,-7.31,-55.11,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,17.0,0.6,-6.73,-54.96,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,17.0,0.6,-6.73,-54.98,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,17.0,0.5,-6.7,-54.96,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,17.0,0.5,-6.7,-54.98,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,21,14.0,0.0,-6.07,-53.97,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.6,-6.73,-54.96,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,17.0,0.4,-6.68,-55.05,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,21,50.0,0.2,-7.31,-55.11,27.7,29.6,27.7,75.0,75.0,65.0,22.9,23.2,22.2,990.8,990.8,990.2,0.6,277.0,3.5,0.0,alto
05/08/2019,20,39.0,0.4,-8.07,-54.78,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,50.0,0.2,-7.32,-55.09,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,50.0,0.2,-7.32,-55.11,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,17.0,0.5,-6.71,-54.94,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,17.0,0.5,-6.71,-54.98,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,17.0,0.0,-6.54,-53.34,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,27.0,0.0,-6.54,-53.93,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,18.0,0.0,-6.46,-53.65,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,18.0,0.0,-6.46,-53.67,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,17.0,0.0,-6.45,-53.65,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,17.0,0.0,-6.45,-53.67,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,17.0,0.5,-6.32,-53.43,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
05/08/2019,20,17.0,0.0,-6.25,-54.48,29.6,30.4,29.6,67.0,68.0,60.0,22.9,23.0,21.6,990.2,990.4,990.2,0.7,60.0,4.6,0.0,alto
07/08/2019,18,2.0,0.0,-7.79,-54.78,32.2,33.0,30.9,48.0,52.0,44.0,19.9,20.5,18.6,992.4,993.3,992.4,2.0,112.0,7.0,0.0,alto
07/08/2019,18,54.0,0.0,-7.34,-55.05,32.2,33.0,30.9,48.0,52.0,44.0,19.9,20.5,18.6,992.4,993.3,992.4,2.0,112.0,7.0,0.0,alto
07/08/2019,18,50.0,0.0,-7.31,-54.93,32.2,33.0,30.9,48.0,52.0,44.0,19.9,20.5,18.6,992.4,993.3,992.4,2.0,112.0,7.0,0.0,alto
07/08/2019,16,19.0,0.0,-6.71,-54.94,31.2,32.4,30.7,54.0,59.0,51.0,20.7,22.5,20.2,994.2,995.1,994.2,2.1,91.0,5.2,0.0,alto
07/08/2019,16,19.0,0.0,-6.7,-54.92,31.2,32.4,30.7,54.0,59.0,51.0,20.7,22.5,20.2,994.2,995.1,994.2,2.1,91.0,5.2,0.0,alto
07/08/2019,16,19.0,0.0,-6.68,-54.95,31.2,32.4,30.7,54.0,59.0,51.0,20.7,22.5,20.2,994.2,995.1,994.2,2.1,91.0,5.2,0.0,alto
07/08/2019,17,19.0,0.0,-6.64,-55.03,31.4,32.3,30.2,50.0,58.0,46.0,19.8,21.5,18.9,993.3,994.2,993.3,2.1,104.0,5.8,0.0,alto
07/08/2019,17,19.0,0.0,-6.64,-55.05,31.4,32.3,30.2,50.0,58.0,46.0,19.8,21.5,18.9,993.3,994.2,993.3,2.1,104.0,5.8,0.0,alto
07/08/2019,17,19.0,0.0,-6.62,-55.03,31.4,32.3,30.2,50.0,58.0,46.0,19.8,21.5,18.9,993.3,994.2,993.3,2.1,104.0,5.8,0.0,alto
07/08/2019,17,19.0,0.0,-6.62,-55.05,31.4,32.3,30.2,50.0,58.0,46.0,19.8,21.5,18.9,993.3,994.2,993.3,2.1,104.0,5.8,0.0,alto
07/08/2019,17,0.0,0.0,-6.55,-53.92,31.4,32.3,30.2,50.0,58.0,46.0,19.8,21.5,18.9,993.3,994.2,993.3,2.1,104.0,5.8,0.0,médio
07/08/2019,17,14.0,0.0,-8.33,-55.17,31.4,32.3,30.2,50.0,58.0,46.0,19.8,21.5,18.9,993.3,994.2,993.3,2.1,104.0,5.8,0.0,alto
07/08/2019,17,12.0,0.0,-8.31,-55.15,31.4,32.3,30.2,50.0,58.0,46.0,19.8,21.5,18.9,993.3,994.2,993.3,2.1,104.0,5.8,0.0,alto
07/08/2019,17,23.0,0.0,-8.31,-55.19,31.4,32.3,30.2,50.0,58.0,46.0,19.8,21.5,18.9,993.3,994.2,993.3,2.1,104.0,5.8,0.0,alto
07/08/2019,17,19.0,0.0,-6.7,-54.94,31.4,32.3,30.2,50.0,58.0,46.0,19.8,21.5,18.9,993.3,994.2,993.3,2.1,104.0,5.8,0.0,alto
06/08/2019,21,45.0,0.0,-8.18,-55.18,26.5,27.2,26.5,82.0,82.0,72.0,23.2,23.2,21.7,991.4,991.4,991.1,0.3,245.0,2.1,0.0,alto
06/08/2019,21,45.0,0.0,-8.18,-55.2,26.5,27.2,26.5,82.0,82.0,72.0,23.2,23.2,21.7,991.4,991.4,991.1,0.3,245.0,2.1,0.0,alto
06/08/2019,21,30.0,0.0,-8.01,-55.09,26.5,27.2,26.5,82.0,82.0,72.0,23.2,23.2,21.7,991.4,991.4,991.1,0.3,245.0,2.1,0.0,alto
06/08/2019,21,18.0,0.1,-6.71,-54.96,26.5,27.2,26.5,82.0,82.0,72.0,23.2,23.2,21.7,991.4,991.4,991.1,0.3,245.0,2.1,0.0,alto
06/08/2019,21,18.0,0.1,-6.7,-54.94,26.5,27.2,26.5,82.0,82.0,72.0,23.2,23.2,21.7,991.4,991.4,991.1,0.3,245.0,2.1,0.0,alto
06/08/2019,21,18.0,0.2,-6.7,-54.96,26.5,27.2,26.5,82.0,82.0,72.0,23.2,23.2,21.7,991.4,991.4,991.1,0.3,245.0,2.1,0.0,alto
06/08/2019,21,18.0,0.4,-6.64,-55.01,26.5,27.2,26.5,82.0,82.0,72.0,23.2,23.2,21.7,991.4,991.4,991.1,0.3,245.0,2.1,0.0,alto
06/08/2019,21,18.0,0.4,-6.62,-55.01,26.5,27.2,26.5,82.0,82.0,72.0,23.2,23.2,21.7,991.4,991.4,991.1,0.3,245.0,2.1,0.0,alto
05/08/2019,0,17.0,0.5,-6.7,-54.98,26.0,27.1,26.0,80.0,80.0,72.0,22.3,22.4,21.5,991.9,991.9,991.6,0.8,141.0,1.5,0.0,alto
05/08/2019,0,17.0,0.0,-6.45,-53.67,26.0,27.1,26.0,80.0,80.0,72.0,22.3,22.4,21.5,991.9,991.9,991.6,0.8,141.0,1.5,0.0,alto
05/08/2019,0,17.0,0.5,-6.32,-53.43,26.0,27.1,26.0,80.0,80.0,72.0,22.3,22.4,21.5,991.9,991.9,991.6,0.8,141.0,1.5,0.0,alto
05/08/2019,0,16.0,0.0,-6.07,-53.95,26.0,27.1,26.0,80.0,80.0,72.0,22.3,22.4,21.5,991.9,991.9,991.6,0.8,141.0,1.5,0.0,alto
07/08/2019,17,17.0,0.0,-8.31,-55.17,31.4,32.3,30.2,50.0,58.0,46.0,19.8,21.5,18.9,993.3,994.2,993.3,2.1,104.0,5.8,0.0,alto
04/08/2019,2,16.0,0.0,-6.54,-53.36,24.8,25.5,24.6,86.0,88.0,80.0,22.3,22.8,21.8,991.7,991.7,991.3,0.4,127.0,1.1,0.0,alto
10/08/2019,2,21.0,0.0,-6.34,-55.16,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,2,21.0,0.0,-6.34,-55.18,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,2,21.0,0.0,-6.32,-55.16,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,2,20.0,0.0,-6.32,-55.18,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,2,12.0,0.0,-8.28,-54.79,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,2,5.0,0.0,-7.79,-54.72,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,2,5.0,0.0,-7.77,-54.72,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,2,5.0,0.0,-7.77,-54.74,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,2,56.0,0.0,-7.33,-55.05,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,2,22.0,0.0,-6.86,-55.14,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,2,14.0,0.0,-8.26,-54.79,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,2,38.0,0.0,-8.12,-55.0,23.5,24.6,23.5,83.0,86.0,78.0,20.6,21.6,20.6,993.4,993.5,993.1,0.3,60.0,0.6,0.0,alto
10/08/2019,1,68.0,0.0,-8.76,-54.96,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,68.0,0.0,-8.76,-54.98,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,12.0,0.0,-8.28,-54.79,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,14.0,0.0,-8.26,-54.79,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,38.0,0.0,-8.12,-55.0,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,5.0,0.0,-7.79,-54.72,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,5.0,0.0,-7.77,-54.72,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,5.0,0.0,-7.77,-54.74,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,56.0,0.0,-7.33,-55.05,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,22.0,0.0,-6.86,-55.12,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,22.0,0.0,-6.86,-55.14,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,21.0,0.0,-6.34,-55.16,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,21.0,0.0,-6.34,-55.18,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,21.0,0.0,-6.32,-55.16,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,20.0,0.0,-6.32,-55.18,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
05/08/2019,19,17.0,0.5,-6.7,-55.04,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.4,-6.7,-55.06,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.4,-6.68,-55.07,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.0,-6.54,-53.34,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,27.0,0.0,-6.54,-53.93,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,26.0,0.0,-6.54,-53.95,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.0,-6.52,-53.34,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.0,-6.52,-53.36,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.0,-6.52,-53.38,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,27.0,0.0,-6.52,-53.93,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.0,-6.5,-53.38,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,20.0,0.0,-6.48,-53.66,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,18.0,0.0,-6.46,-53.65,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.0,-6.45,-53.65,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.0,-6.45,-53.67,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,18,43.0,0.8,-8.7,-54.72,30.8,31.2,29.8,61.0,68.0,60.0,22.3,23.8,22.3,991.3,992.2,991.3,1.3,47.0,4.3,0.0,alto
05/08/2019,19,36.0,0.8,-8.72,-54.72,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,43.0,0.8,-8.7,-54.72,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,44.0,0.9,-8.7,-54.74,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
10/08/2019,1,22.0,0.0,-6.32,-55.14,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
05/08/2019,19,17.0,0.6,-6.73,-54.96,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.6,-6.73,-54.98,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.5,-6.71,-54.96,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.5,-6.71,-54.98,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
05/08/2019,19,17.0,0.0,-6.54,-53.36,30.3,30.8,29.7,63.0,67.0,61.0,22.4,23.7,22.0,990.4,991.3,990.4,1.9,108.0,5.0,0.0,alto
10/08/2019,1,24.0,0.0,-6.88,-55.13,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,22.0,0.0,-6.68,-54.95,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
10/08/2019,1,22.0,0.0,-6.68,-54.97,24.6,25.6,24.5,78.0,83.0,75.0,20.5,21.8,20.4,993.1,993.1,992.5,0.1,213.0,0.7,0.0,alto
